Query_SNP	DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
rs429358	2024-08-05	38448586	Karjalainen MK	2024-03-06	Nature	www.ncbi.nlm.nih.gov/pubmed/38448586	Genome-wide characterization of circulating metabolic biomarkers.	Triglycerides in very large HDL	4,435 East Asian ancestry individuals, 11,340 South Asian ancestry individuals, 120,241 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8431	3E-41	40.52287874528034		0.0739	[0.063-0.085] unit decrease	Affymetrix, Illumina, Perlegen [13388235] (imputed)	N	triglycerides in very large HDL measurement	http://www.ebi.ac.uk/efo/EFO_0022324	GCST90302136	Genome-wide genotyping array, Genome-wide sequencing [Various]
rs429358	2026-03-20	37985223	Archer DB	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37985223	Longitudinal change in memory performance as a strong endophenotype for Alzheimer's disease.	Memory decline	24,216 European ancestry individuals, 3,417 African American or Afro-Caribbean individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	0.162882	3E-59	58.52287874528034		0.01899	[0.017-0.021] unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory impairment	http://www.ebi.ac.uk/efo/EFO_0001072	GCST90448861	Genome-wide genotyping array
rs429358	2024-09-12	37984853	Eissman JM	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37984853	Sex-specific genetic architecture of late-life memory performance.	Memory decline in normal cognition	4,950 European ancestry males	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	2E-13	12.698970004336019		0.01405	unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90448453	Genome-wide genotyping array
rs429358	2024-09-12	37984853	Eissman JM	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37984853	Sex-specific genetic architecture of late-life memory performance.	Memory decline	13,154 European ancestry females, 2,487 African ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	6E-35	34.221848749616356		0.019133	unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90448454	Genome-wide genotyping array
rs429358	2024-09-12	37984853	Eissman JM	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37984853	Sex-specific genetic architecture of late-life memory performance.	Memory decline in normal cognition	7,839 European ancestry females, 1,384 African ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	6E-21	20.221848749616356		0.015197	unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90448456	Genome-wide genotyping array
rs429358	2024-12-11	38306043	Dai Y	2024-01-31	J Alzheimers Dis	www.ncbi.nlm.nih.gov/pubmed/38306043	Disentangling Accelerated Cognitive Decline from the Normal Aging Process and Unraveling Its Genetic Components: A Neuroimaging-Based Deep Learning Approach.	Accelerated cognitive decline	1,064 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	8E-11	10.096910013008056		0.3	[0.21-0.39] unit decrease	NR [8261400] (imputed)	N	cognitive decline measurement	http://www.ebi.ac.uk/efo/EFO_0007710	GCST90482628	Genome-wide genotyping array
rs429358	2024-09-12	37984853	Eissman JM	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37984853	Sex-specific genetic architecture of late-life memory performance.	Memory decline	11,062 European ancestry males	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	1E-27	27.0		0.019976	unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90448451	Genome-wide genotyping array
rs429358	2024-09-12	37984853	Eissman JM	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37984853	Sex-specific genetic architecture of late-life memory performance.	Memory decline in impaired cognition	4,478 European ancestry males	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	1E-17	17.0		0.048454	unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90448452	Genome-wide genotyping array
rs429358	2024-09-12	37984853	Eissman JM	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37984853	Sex-specific genetic architecture of late-life memory performance.	Memory decline	13,154 European ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	6E-33	32.221848749616356		0.019882	unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90448460	Genome-wide genotyping array
rs429358	2026-03-20	37985223	Archer DB	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37985223	Longitudinal change in memory performance as a strong endophenotype for Alzheimer's disease.	Memory decline (excluding comorbidities)	24,216 European ancestry individuals, 3,417 African American or Afro-Caribbean individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	0.162943	2E-59	58.69897000433602		0.019016	[0.017-0.021] unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory impairment	http://www.ebi.ac.uk/efo/EFO_0001072	GCST90448862	Genome-wide genotyping array
rs429358	2024-09-12	37984853	Eissman JM	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37984853	Sex-specific genetic architecture of late-life memory performance.	Memory decline in normal cognition	7,839 European ancestry females	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	3E-20	19.522878745280337		0.015817	unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory performance	http://www.ebi.ac.uk/efo/EFO_0004874	GCST90448462	Genome-wide genotyping array
rs429358	2024-10-04	38965376	Carey CE	2024-07-04	Nat Hum Behav	www.ncbi.nlm.nih.gov/pubmed/38965376	Principled distillation of UK Biobank phenotype data reveals underlying structure in human variation.	Coronary artery disease (confirmatory factor analysis Factor 16)	360,021 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	4E-43	42.39794000867204				Affymetrix [13176603] (imputed)	N	coronary artery disorder	http://purl.obolibrary.org/obo/MONDO_0005010	GCST90309350	Genome-wide genotyping array
rs429358	2024-09-27	39046104	Fongang B	2024-07-24	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/39046104	A genome-wide association meta-analysis of all-cause and vascular dementia.	Vascular dementia	3,892 European ancestry cases, 466,606 European ancestry controls	4,564 European ancestry cases, 275,745 European ancestry controls	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.1549	3E-196	195.52287874528034		0.8794	unit increase	NR [9878961] (imputed)	N	vascular dementia	http://purl.obolibrary.org/obo/MONDO_0004648	GCST90449025	Genome-wide genotyping array
rs429358	2024-08-05	38448586	Karjalainen MK	2024-03-06	Nature	www.ncbi.nlm.nih.gov/pubmed/38448586	Genome-wide characterization of circulating metabolic biomarkers.	Triglycerides in medium LDL	4,435 East Asian ancestry individuals, 11,340 South Asian ancestry individuals, 120,241 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8431	3E-124	123.52287874528034		0.1305	[0.12-0.14] unit decrease	Affymetrix, Illumina, Perlegen [13388973] (imputed)	N	triglycerides in medium LDL measurement	http://www.ebi.ac.uk/efo/EFO_0022322	GCST90302053	Genome-wide genotyping array, Genome-wide sequencing [Various]
rs429358	2025-02-27	39129223	Zhang YR	2024-08-11	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/39129223	Whole exome sequencing analyses identified novel genes for Alzheimer's disease and related dementia.	Alzheimer's disease, proxy Alzheimer's disease or related dementias	6,740 British ancestry clinical Alzheimer's disease cases, 47,829 British ancestry proxy cases,  295,421 British ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.156	1E-100	100.0		1.798	[1.78-1.81]	Illumina [50506]	N	Alzheimer disease, dementia, family history of Alzheimer’s disease	http://purl.obolibrary.org/obo/MONDO_0004975, http://purl.obolibrary.org/obo/MONDO_0001627, http://www.ebi.ac.uk/efo/EFO_0009268	GCST90558250	Exome-wide sequencing
rs429358	2024-08-05	38448586	Karjalainen MK	2024-03-06	Nature	www.ncbi.nlm.nih.gov/pubmed/38448586	Genome-wide characterization of circulating metabolic biomarkers.	Cholesteryl ester levels in chylomicrons and extremely large VLDL	4,435 East Asian ancestry individuals, 11,340 South Asian ancestry individuals, 120,241 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8431	2E-84	83.69897000433602		0.1074	[0.097-0.118] unit decrease	Affymetrix, Illumina, Perlegen [13388715] (imputed)	N	cholesteryl ester measurement, blood VLDL cholesterol amount, chylomicron amount	http://www.ebi.ac.uk/efo/EFO_0010351, http://purl.obolibrary.org/obo/OBA_VT0005144, http://purl.obolibrary.org/obo/OBA_2050296	GCST90302164	Genome-wide genotyping array, Genome-wide sequencing [Various]
rs429358	2024-08-05	38448586	Karjalainen MK	2024-03-06	Nature	www.ncbi.nlm.nih.gov/pubmed/38448586	Genome-wide characterization of circulating metabolic biomarkers.	Monounsaturated fatty acids (16:1, 18:1) levels	4,435 East Asian ancestry individuals, 11,340 South Asian ancestry individuals, 120,241 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.843	2E-73	72.69897000433602		0.1004	[0.09-0.111] unit decrease	Affymetrix, Illumina, Perlegen [13381439] (imputed)	N	fatty acid amount	http://purl.obolibrary.org/obo/OBA_VT0010046	GCST90302055	Genome-wide genotyping array, Genome-wide sequencing [Various]
rs429358	2024-09-27	39046104	Fongang B	2024-07-24	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/39046104	A genome-wide association meta-analysis of all-cause and vascular dementia.	Dementia	44,009 European ancestry cases, 466,606 European ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.1515	7E-305	304.15490195998575		1.1728	[1.14-1.21] unit increase	NR [11596629] (imputed)	N	dementia	http://purl.obolibrary.org/obo/MONDO_0001627	GCST90449024	Genome-wide genotyping array
rs429358	2026-06-19	39040048	Lim AMW	2024-04-25	iScience	www.ncbi.nlm.nih.gov/pubmed/39040048	Unsupervised clustering identified clinically relevant metabolic syndrome endotypes in UK and Taiwan Biobanks.	Metabolic syndrome cluster 4 (lipodystrophy-like endotype)	13,116 European ancestry cases, 45,494 European ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	2E-30	29.69897000433602				NR [9087586] (imputed)	N	metabolic syndrome	http://www.ebi.ac.uk/efo/EFO_0000195	GCST90859211	Genome-wide genotyping array
rs429358	2026-02-02	39024449	Verma A	2024-07-19	Science	www.ncbi.nlm.nih.gov/pubmed/39024449	Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.	Blood urea nitrogen (BUN, maximum, inv-norm transformed)	117,530 African American or Afro-Caribbean individuals, 57,007 Hispanic or Latin American individuals, 6,277 East Asian ancestry individuals, 418,135 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8471	6E-16	15.221848749616356		0.02514	[0.019-0.031] unit increase	NR [44300000] (imputed)	N	blood urea nitrogen amount	http://purl.obolibrary.org/obo/OBA_VT0005265	GCST90479524	Genome-wide genotyping array
rs429358	2024-09-25	39256582	Loeb GB	2024-09-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39256582	Variants in tubule epithelial regulatory elements mediate most heritable differences in human kidney function.	Estimated glomerular filtration rate (creatinine, cystatin c)	406,504 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	4E-51	50.39794000867204		0.042415	[0.037-0.048] unit increase	Affymetrix [16984552] (imputed)	N	glomerular filtration rate	http://purl.obolibrary.org/obo/OBA_0003747	GCST90428446	Genome-wide genotyping array
rs429358	2024-08-05	38448586	Karjalainen MK	2024-03-06	Nature	www.ncbi.nlm.nih.gov/pubmed/38448586	Genome-wide characterization of circulating metabolic biomarkers.	Cholesterol esters in medium VLDL	4,435 East Asian ancestry individuals, 11,340 South Asian ancestry individuals, 120,241 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8431	1E-105	105.0		0.1203	[0.11-0.13] unit decrease	Affymetrix, Illumina, Perlegen [13388980] (imputed)	N	cholesteryl esters in medium VLDL measurement	http://www.ebi.ac.uk/efo/EFO_0022182	GCST90302059	Genome-wide genotyping array, Genome-wide sequencing [Various]
rs429358	2024-12-05	39242605	Li M	2024-09-06	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/39242605	Cognitive processing speed and accuracy are intrinsically different in genetic architecture and brain phenotypes.	Cognitive processing speed	2,266,733 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	2E-25	24.69897000433602				Affymetrix [7321662] (imputed)	N	cognitive function measurement	http://www.ebi.ac.uk/efo/EFO_0008354	GCST90446168	Genome-wide genotyping array
rs429358	2024-10-04	38965376	Carey CE	2024-07-04	Nat Hum Behav	www.ncbi.nlm.nih.gov/pubmed/38965376	Principled distillation of UK Biobank phenotype data reveals underlying structure in human variation.	Physical activity (confirmatory factor analysis Factor 23)	354,112 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	4E-9	8.397940008672037				Affymetrix [13176603] (imputed)	N	physical activity measurement	http://www.ebi.ac.uk/efo/EFO_0008002	GCST90309357	Genome-wide genotyping array
rs429358	2026-02-02	39024449	Verma A	2024-07-19	Science	www.ncbi.nlm.nih.gov/pubmed/39024449	Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.	Body mass index (BMI, minimum, inv-normal transformed)	118,992 African American or Afro-Caribbean individuals, 57,794 Hispanic or Latin American individuals, 6,384 East Asian ancestry individuals, 424,217 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8472	1E-25	25.0		0.04135	[0.034-0.049] unit increase	NR [44300000] (imputed)	N	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	GCST90479523	Genome-wide genotyping array
rs429358	2024-10-09	39295643	Akgun B	2024-09-04	Front Aging Neurosci	www.ncbi.nlm.nih.gov/pubmed/39295643	Genome-wide association analysis and admixture mapping in a Puerto Rican cohort supports an Alzheimer disease risk locus on chromosome 12.	Alzheimer's disease	345 Puerto Rican cases, 303 Puerto Rican controls	632 Caribbean Hispanic ancestry cases, 270 Caribbean Hispanic ancestry controls	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.13	1E-7	7.0		2.19	[1.64-2.93]	Illumina [NR]	N	Alzheimer disease	http://purl.obolibrary.org/obo/MONDO_0004975	GCST90451696	Genome-wide sequencing
rs429358	2026-02-02	39024449	Verma A	2024-07-19	Science	www.ncbi.nlm.nih.gov/pubmed/39024449	Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.	Body mass index (BMI, mean, inv-normal transformed)	118,993 African American or Afro-Caribbean individuals, 57,793 Hispanic or Latin American individuals, 6,384 East Asian ancestry individuals, 424,221 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8472	3E-14	13.522878745280337		0.03163	[0.023-0.04] unit increase	NR [44300000] (imputed)	N	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	GCST90479522	Genome-wide genotyping array
rs429358	2026-03-19	39091897	Farashi S	2024-04-22	Ophthalmol Sci	www.ncbi.nlm.nih.gov/pubmed/39091897	Decreased Circulating Very Small Low-Density Lipoprotein is Likely Causal for Age-Related Macular Degeneration.	Triglycerides in large LDL	98,316 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.156999	2E-50	49.69897000433602		0.00351318	[0.0031-0.004] unit increase	NR [NR] (imputed)	N	triglycerides in large LDL measurement	http://www.ebi.ac.uk/efo/EFO_0022319	GCST90827822	Genome-wide genotyping array
rs429358	2024-10-04	38965376	Carey CE	2024-07-04	Nat Hum Behav	www.ncbi.nlm.nih.gov/pubmed/38965376	Principled distillation of UK Biobank phenotype data reveals underlying structure in human variation.	Inflammatory markers and poor diet (confirmatory factor analysis Factor 30)	337,045 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	2E-18	17.69897000433602				Affymetrix [13176603] (imputed)	N	inflammatory biomarker measurement, diet measurement	http://www.ebi.ac.uk/efo/EFO_0004872, http://www.ebi.ac.uk/efo/EFO_0008111	GCST90309364	Genome-wide genotyping array
